2020-12-13 15:12:782 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 15:12:274 INFO  RegisterPage :39 - Click on sign in button[[ChromeDriver: chrome on WINDOWS (12f4303e069f21c310b932dae0fc1434)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 15:12:958 INFO  RegisterPage :46 - Clicks on create new account link[[ChromeDriver: chrome on WINDOWS (12f4303e069f21c310b932dae0fc1434)] -> xpath: //a[contains(@class,'popup-button default-popup-button create-account-link')]]
2020-12-13 15:12:35 INFO  RegisterPage :53 - Send email Id to Field[[ChromeDriver: chrome on WINDOWS (12f4303e069f21c310b932dae0fc1434)] -> xpath: //input[@id='login']]
2020-12-13 15:12:170 INFO  RegisterPage :62 - Sends password to the Field[[ChromeDriver: chrome on WINDOWS (12f4303e069f21c310b932dae0fc1434)] -> xpath: //input[@id='password']]
2020-12-13 15:12:388 INFO  RegisterPage :70 - Sends password to confirm password field[[ChromeDriver: chrome on WINDOWS (12f4303e069f21c310b932dae0fc1434)] -> xpath: //input[@id='password-conf']]
2020-12-13 15:12:600 INFO  RegisterPage :79 - Clicks on Create button[[ChromeDriver: chrome on WINDOWS (12f4303e069f21c310b932dae0fc1434)] -> xpath: //div[@class='button submit']//button]
2020-12-13 16:12:810 INFO  RegisterPage :86 - Verify Pop Up MessageProxy element for: DefaultElementLocator 'By.xpath: //body/div[@id='mm-0']/div[@id='page-wrapper']/div[@id='page']/div[3]/div[1]/div[1]/ul[1]'
2020-12-13 16:12:366 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 16:12:71 INFO  RegisterPage :39 - Click on sign in button[[ChromeDriver: chrome on WINDOWS (49d8ba5802d5d8046eaf734e4db4f2bf)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 16:12:756 INFO  RegisterPage :46 - Clicks on create new account link[[ChromeDriver: chrome on WINDOWS (49d8ba5802d5d8046eaf734e4db4f2bf)] -> xpath: //a[contains(@class,'popup-button default-popup-button create-account-link')]]
2020-12-13 16:12:931 INFO  RegisterPage :53 - Send email Id to Field[[ChromeDriver: chrome on WINDOWS (49d8ba5802d5d8046eaf734e4db4f2bf)] -> xpath: //input[@id='login']]
2020-12-13 16:12:223 INFO  RegisterPage :62 - Sends password to the Field[[ChromeDriver: chrome on WINDOWS (49d8ba5802d5d8046eaf734e4db4f2bf)] -> xpath: //input[@id='password']]
2020-12-13 16:12:459 INFO  RegisterPage :70 - Sends password to confirm password field[[ChromeDriver: chrome on WINDOWS (49d8ba5802d5d8046eaf734e4db4f2bf)] -> xpath: //input[@id='password-conf']]
2020-12-13 16:12:688 INFO  RegisterPage :79 - Clicks on Create button[[ChromeDriver: chrome on WINDOWS (49d8ba5802d5d8046eaf734e4db4f2bf)] -> xpath: //div[@class='button submit']//button]
2020-12-13 16:12:157 INFO  RegisterPage :86 - Verify Pop Up Message[[ChromeDriver: chrome on WINDOWS (49d8ba5802d5d8046eaf734e4db4f2bf)] -> xpath: //body/div[@id='mm-0']/div[@id='page-wrapper']/div[@id='page']/div[3]/div[1]/div[1]/ul[1]]
2020-12-13 16:12:739 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 16:12:210 INFO  RegisterPage :39 - Click on sign in button[[ChromeDriver: chrome on WINDOWS (91c9b09f74778db1fb1482d169f0e5d3)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 16:12:919 INFO  RegisterPage :46 - Clicks on create new account link[[ChromeDriver: chrome on WINDOWS (91c9b09f74778db1fb1482d169f0e5d3)] -> xpath: //a[contains(@class,'popup-button default-popup-button create-account-link')]]
2020-12-13 16:12:11 INFO  RegisterPage :53 - Send email Id to Field[[ChromeDriver: chrome on WINDOWS (91c9b09f74778db1fb1482d169f0e5d3)] -> xpath: //input[@id='login']]
2020-12-13 16:12:364 INFO  RegisterPage :62 - Sends password to the Field[[ChromeDriver: chrome on WINDOWS (91c9b09f74778db1fb1482d169f0e5d3)] -> xpath: //input[@id='password']]
2020-12-13 16:12:612 INFO  RegisterPage :70 - Sends password to confirm password field[[ChromeDriver: chrome on WINDOWS (91c9b09f74778db1fb1482d169f0e5d3)] -> xpath: //input[@id='password-conf']]
2020-12-13 16:12:851 INFO  RegisterPage :79 - Clicks on Create button[[ChromeDriver: chrome on WINDOWS (91c9b09f74778db1fb1482d169f0e5d3)] -> xpath: //div[@class='button submit']//button]
2020-12-13 16:12:121 INFO  RegisterPage :86 - Verify Pop Up Message[[ChromeDriver: chrome on WINDOWS (91c9b09f74778db1fb1482d169f0e5d3)] -> xpath: //body/div[@id='mm-0']/div[@id='page-wrapper']/div[@id='page']/div[3]/div[1]/div[1]/ul[1]]
2020-12-13 16:12:831 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 16:12:454 INFO  RegisterPage :39 - Click on sign in button[[ChromeDriver: chrome on WINDOWS (7453596c6be481ce2243f27d05c92dae)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 16:12:157 INFO  RegisterPage :46 - Clicks on create new account link[[ChromeDriver: chrome on WINDOWS (7453596c6be481ce2243f27d05c92dae)] -> xpath: //a[contains(@class,'popup-button default-popup-button create-account-link')]]
2020-12-13 16:12:100 INFO  RegisterPage :53 - Send email Id to Field[[ChromeDriver: chrome on WINDOWS (7453596c6be481ce2243f27d05c92dae)] -> xpath: //input[@id='login']]
2020-12-13 16:12:453 INFO  RegisterPage :62 - Sends password to the Field[[ChromeDriver: chrome on WINDOWS (7453596c6be481ce2243f27d05c92dae)] -> xpath: //input[@id='password']]
2020-12-13 16:12:671 INFO  RegisterPage :70 - Sends password to confirm password field[[ChromeDriver: chrome on WINDOWS (7453596c6be481ce2243f27d05c92dae)] -> xpath: //input[@id='password-conf']]
2020-12-13 16:12:876 INFO  RegisterPage :79 - Clicks on Create button[[ChromeDriver: chrome on WINDOWS (7453596c6be481ce2243f27d05c92dae)] -> xpath: //div[@class='button submit']//button]
2020-12-13 16:12:352 INFO  RegisterPage :86 - Verify Pop Up Message[[ChromeDriver: chrome on WINDOWS (7453596c6be481ce2243f27d05c92dae)] -> xpath: //body/div[@id='mm-0']/div[@id='page-wrapper']/div[@id='page']/div[3]/div[1]/div[1]/ul[1]]
2020-12-13 16:12:606 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 16:12:345 INFO  RegisterPage :41 - Click on sign in button[[ChromeDriver: chrome on WINDOWS (85a702e9a97d6313f40010f1ed27129d)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 16:12:916 INFO  RegisterPage :48 - Clicks on create new account link[[ChromeDriver: chrome on WINDOWS (85a702e9a97d6313f40010f1ed27129d)] -> xpath: //a[contains(@class,'popup-button default-popup-button create-account-link')]]
2020-12-13 16:12:123 INFO  RegisterPage :55 - Send email Id to Field[[ChromeDriver: chrome on WINDOWS (85a702e9a97d6313f40010f1ed27129d)] -> xpath: //input[@id='login']]
2020-12-13 16:12:546 INFO  RegisterPage :64 - Sends password to the Field[[ChromeDriver: chrome on WINDOWS (85a702e9a97d6313f40010f1ed27129d)] -> xpath: //input[@id='password']]
2020-12-13 16:12:839 INFO  RegisterPage :72 - Sends password to confirm password field[[ChromeDriver: chrome on WINDOWS (85a702e9a97d6313f40010f1ed27129d)] -> xpath: //input[@id='password-conf']]
2020-12-13 16:12:67 INFO  RegisterPage :81 - Clicks on Create button[[ChromeDriver: chrome on WINDOWS (85a702e9a97d6313f40010f1ed27129d)] -> xpath: //div[@class='button submit']//button]
2020-12-13 16:12:364 INFO  RegisterPage :88 - Verify Pop Up Message[[ChromeDriver: chrome on WINDOWS (85a702e9a97d6313f40010f1ed27129d)] -> xpath: //body/div[@id='mm-0']/div[@id='page-wrapper']/div[@id='page']/div[3]/div[1]/div[1]/ul[1]]
2020-12-13 16:12:450 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 16:12:959 INFO  RegisterPage :41 - Click on sign in button[[ChromeDriver: chrome on WINDOWS (8113b303208cfd4b6a7915277e3ca5e7)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 16:12:378 INFO  SignInPage :33 - Clicks on sign in button[[ChromeDriver: chrome on WINDOWS (8113b303208cfd4b6a7915277e3ca5e7)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 17:12:57 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 17:12:57 INFO  SignInPage :33 - Clicks on sign in button[[ChromeDriver: chrome on WINDOWS (053e455628a6cf50cf5261717b830586)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 17:12:861 INFO  SignInPage :40 - Sends email to emailfield[[ChromeDriver: chrome on WINDOWS (053e455628a6cf50cf5261717b830586)] -> xpath: //input[@id='login-email']]
2020-12-13 17:12:671 INFO  SignInPage :48 - Sends password to the field[[ChromeDriver: chrome on WINDOWS (053e455628a6cf50cf5261717b830586)] -> xpath: //input[@id='login-password']]
2020-12-13 17:12:892 INFO  SignInPage :55 - Clicks on submit button[[ChromeDriver: chrome on WINDOWS (053e455628a6cf50cf5261717b830586)] -> xpath: //tbody//button[@class='btn  regular-button  submit']]
2020-12-13 18:12:228 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 18:12:906 INFO  HotDealPage :31 - Clicks on sale from hot deals[[ChromeDriver: chrome on WINDOWS (d1061f9777c4de898e77a47d6a6244f3)] -> xpath: //ul/li[2]/span[contains(text(),'Hot deals')]]
2020-12-13 18:12:108 INFO  HotDealPage :41 - Clicking on Sale link[[ChromeDriver: chrome on WINDOWS (d1061f9777c4de898e77a47d6a6244f3)] -> xpath: //*[@id='header-area']/div[1]/div/div[4]/div/ul/li[2]/ul/li[1]/a/span]
2020-12-13 18:12:284 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 18:12:223 INFO  HotDealPage :31 - Clicks on sale from hot deals[[ChromeDriver: chrome on WINDOWS (a083d2f79f63f90afba59ef404eabd0b)] -> xpath: //ul/li[2]/span[contains(text(),'Hot deals')]]
2020-12-13 18:12:436 INFO  HotDealPage :41 - Clicking on Sale link[[ChromeDriver: chrome on WINDOWS (a083d2f79f63f90afba59ef404eabd0b)] -> xpath: //*[@id='header-area']/div[1]/div/div[4]/div/ul/li[2]/ul/li[1]/a/span]
2020-12-13 18:12:657 INFO  HotDealPage :48 - Clicking on Lace Boot Link Text[[ChromeDriver: chrome on WINDOWS (a083d2f79f63f90afba59ef404eabd0b)] -> xpath: //a[contains(text(),'Lace-Up Boots in Light Brown')]]
2020-12-13 18:12:158 INFO  HotDealPage :55 - Verifying text lace boot message[[ChromeDriver: chrome on WINDOWS (a083d2f79f63f90afba59ef404eabd0b)] -> xpath: //h1[contains(text(),'Lace-Up Boots in Light Brown')]]
2020-12-13 18:12:630 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 18:12:697 INFO  HotDealPage :31 - Clicks on sale from hot deals[[ChromeDriver: chrome on WINDOWS (b14118e9a1dc2c1ea1fc44771e193b86)] -> xpath: //ul/li[2]/span[contains(text(),'Hot deals')]]
2020-12-13 18:12:910 INFO  HotDealPage :41 - Clicking on Sale link[[ChromeDriver: chrome on WINDOWS (b14118e9a1dc2c1ea1fc44771e193b86)] -> xpath: //*[@id='header-area']/div[1]/div/div[4]/div/ul/li[2]/ul/li[1]/a/span]
2020-12-13 18:12:60 INFO  HotDealPage :48 - Clicking on Lace Boot Link Text[[ChromeDriver: chrome on WINDOWS (b14118e9a1dc2c1ea1fc44771e193b86)] -> xpath: //a[contains(text(),'Lace-Up Boots in Light Brown')]]
2020-12-13 18:12:360 INFO  HotDealPage :55 - Verifying text lace boot message[[ChromeDriver: chrome on WINDOWS (b14118e9a1dc2c1ea1fc44771e193b86)] -> xpath: //h1[contains(text(),'Lace-Up Boots in Light Brown')]]
2020-12-13 18:12:123 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 18:12:140 INFO  SignInPage :33 - Clicks on sign in button[[ChromeDriver: chrome on WINDOWS (ea1f180ba31679bc01173b653a002ca6)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 18:12:780 INFO  SignInPage :40 - Sends email to emailfield[[ChromeDriver: chrome on WINDOWS (ea1f180ba31679bc01173b653a002ca6)] -> xpath: //input[@id='login-email']]
2020-12-13 18:12:819 INFO  SignInPage :48 - Sends password to the field[[ChromeDriver: chrome on WINDOWS (ea1f180ba31679bc01173b653a002ca6)] -> xpath: //input[@id='login-password']]
2020-12-13 18:12:39 INFO  SignInPage :55 - Clicks on submit button[[ChromeDriver: chrome on WINDOWS (ea1f180ba31679bc01173b653a002ca6)] -> xpath: //tbody//button[@class='btn  regular-button  submit']]
2020-12-13 18:12:910 INFO  BasePage :29 - Launching Chrome Browser
2020-12-13 18:12:209 INFO  RegisterPage :41 - Click on sign in button[[ChromeDriver: chrome on WINDOWS (568e887265702c2125f9f50fab128147)] -> xpath: //div[@class='header_bar-sign_in']//span[contains(text(),'Sign in / sign up')]]
2020-12-13 18:12:39 INFO  RegisterPage :48 - Clicks on create new account link[[ChromeDriver: chrome on WINDOWS (568e887265702c2125f9f50fab128147)] -> xpath: //a[contains(@class,'popup-button default-popup-button create-account-link')]]
2020-12-13 18:12:730 INFO  RegisterPage :55 - Send email Id to Field[[ChromeDriver: chrome on WINDOWS (568e887265702c2125f9f50fab128147)] -> xpath: //input[@id='login']]
2020-12-13 18:12:507 INFO  RegisterPage :64 - Sends password to the Field[[ChromeDriver: chrome on WINDOWS (568e887265702c2125f9f50fab128147)] -> xpath: //input[@id='password']]
2020-12-13 18:12:760 INFO  RegisterPage :72 - Sends password to confirm password field[[ChromeDriver: chrome on WINDOWS (568e887265702c2125f9f50fab128147)] -> xpath: //input[@id='password-conf']]
2020-12-13 18:12:989 INFO  RegisterPage :81 - Clicks on Create button[[ChromeDriver: chrome on WINDOWS (568e887265702c2125f9f50fab128147)] -> xpath: //div[@class='button submit']//button]
2020-12-13 18:12:449 INFO  RegisterPage :88 - Verify Pop Up Message[[ChromeDriver: chrome on WINDOWS (568e887265702c2125f9f50fab128147)] -> xpath: //body/div[@id='mm-0']/div[@id='page-wrapper']/div[@id='page']/div[3]/div[1]/div[1]/ul[1]]
